name,album,track_number,id,uri,Short Form
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,1,6dODwocEuGzHAavXqTbwHv,spotify:track:6dODwocEuGzHAavXqTbwHv,F(PM)
The Tortured Poets Department,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2,4PdLaGZubp4lghChqp8erB,spotify:track:4PdLaGZubp4lghChqp8erB,TTPD
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,3,7uGYWMwRy24dm7RUDDhUlD,spotify:track:7uGYWMwRy24dm7RUDDhUlD,MBOBHFT
Down Bad,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,4,1kbEbBdEgQdQeLXCJh28pJ,spotify:track:1kbEbBdEgQdQeLXCJh28pJ,DB
"So Long, London",THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,5,7wAkQFShJ27V8362MqevQr,spotify:track:7wAkQFShJ27V8362MqevQr,SLL
But Daddy I Love Him,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,6,4QMgEffJQuKtjCNvqfRZ0m,spotify:track:4QMgEffJQuKtjCNvqfRZ0m,BDLH
Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7IWcDWOfiooH5hRs9XOVYz,spotify:track:7IWcDWOfiooH5hRs9XOVYz,FOTS
Florida!!! (feat. Florence + The Machine),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,8,5ExOm0dh4NyRyAdSAO9hyM,spotify:track:5ExOm0dh4NyRyAdSAO9hyM,F(FTM)
Guilty as Sin?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,9,799KrpEbhZp0MHeiA8YK9P,spotify:track:799KrpEbhZp0MHeiA8YK9P,GAS
Who’s Afraid of Little Old Me?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,10,2d8UxVNhJinc8uat9PoM9y,spotify:track:2d8UxVNhJinc8uat9PoM9y,WAOLOM
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,5chnRTB9qMK3W1M41SnU9s,spotify:track:5chnRTB9qMK3W1M41SnU9s,CFH(NRC)
loml,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,12,3YkNIrAvbKNrrwwEd7NVLl,spotify:track:3YkNIrAvbKNrrwwEd7NVLl,L
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,13,2fPvQfGQEZOKtJ9qXeL4x8,spotify:track:2fPvQfGQEZOKtJ9qXeL4x8,CDIWBH
The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,14,1xtw1krCR6Dw2KwkXw5z63,spotify:track:1xtw1krCR6Dw2KwkXw5z63,TSMWEL
The Alchemy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,15,1tuNqJOtRQVHvONR8Lg3MZ,spotify:track:1tuNqJOtRQVHvONR8Lg3MZ,TA
Clara Bow,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,16,4d9PtIEVij9jW5OaLinH66,spotify:track:4d9PtIEVij9jW5OaLinH66,CB
The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,17,62E2nR0od0M5HYxuYLaDz7,spotify:track:62E2nR0od0M5HYxuYLaDz7,TBD
imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,18,1kcwpPDQnqEqmezzXdJTCP,spotify:track:1kcwpPDQnqEqmezzXdJTCP,I
The Albatross,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,19,4EF6IyONolQy0bIQXm2EmX,spotify:track:4EF6IyONolQy0bIQXm2EmX,TA
Chloe or Sam or Sophia or Marcus,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,20,1rmEsOezwf2lmIZTMAO5Ag,spotify:track:1rmEsOezwf2lmIZTMAO5Ag,COSOSOM
How Did It End?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,21,5Bedn0svl0ZD7RGmJkmKKw,spotify:track:5Bedn0svl0ZD7RGmJkmKKw,HDIE
So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,22,7Mts0OfPorF4iwOomvfqn1,spotify:track:7Mts0OfPorF4iwOomvfqn1,SHS
I Hate It Here,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,23,3hlGuz3loYoLfI3bpwieWq,spotify:track:3hlGuz3loYoLfI3bpwieWq,HIH
thanK you aIMee,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,24,7ogK4lJDVDMU6A6vYR5rvD,spotify:track:7ogK4lJDVDMU6A6vYR5rvD,TYA
I Look in People's Windows,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,25,1Zai5UJ2di3qEuR2HeT2s8,spotify:track:1Zai5UJ2di3qEuR2HeT2s8,LIPW
The Prophecy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,26,18WFFUIsewmA8g31KAeo3e,spotify:track:18WFFUIsewmA8g31KAeo3e,TP
Cassandra,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,27,0g4fMVo4JjwnIpTfFfLdxS,spotify:track:0g4fMVo4JjwnIpTfFfLdxS,C
Peter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,28,3zMDGj4D8ogaYgAIZPeU7S,spotify:track:3zMDGj4D8ogaYgAIZPeU7S,P
The Bolter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,29,2913xXOVAIDAqxzV2g4VcU,spotify:track:2913xXOVAIDAqxzV2g4VcU,TB
Robin,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,30,2CnjDMdpRjlWv04Xk3s6MW,spotify:track:2CnjDMdpRjlWv04Xk3s6MW,R
The Manuscript,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,31,1DTRUYVd8rYpla9hhVVwjo,spotify:track:1DTRUYVd8rYpla9hhVVwjo,TM
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,1,2OzhQlSqBEmt7hmkYxfT6m,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,F(PM)
The Tortured Poets Department,THE TORTURED POETS DEPARTMENT,2,3NMrVbIVWT3fPXBj0rNDKG,spotify:track:3NMrVbIVWT3fPXBj0rNDKG,TTPD
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT,3,2XXwLdtuAcE0HSCu61ijAb,spotify:track:2XXwLdtuAcE0HSCu61ijAb,MBOBHFT
Down Bad,THE TORTURED POETS DEPARTMENT,4,2F3N9tdombb64aW6VtZOdo,spotify:track:2F3N9tdombb64aW6VtZOdo,DB
"So Long, London",THE TORTURED POETS DEPARTMENT,5,3Vevii7qKqrmW8CcyzBHDl,spotify:track:3Vevii7qKqrmW8CcyzBHDl,SLL
But Daddy I Love Him,THE TORTURED POETS DEPARTMENT,6,5og4Qzt92jJzVDkOtSEilb,spotify:track:5og4Qzt92jJzVDkOtSEilb,BDLH
Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT,7,3fO566xJgwxIa3qGCGBvIC,spotify:track:3fO566xJgwxIa3qGCGBvIC,FOTS
Florida!!! (feat. Florence + The Machine),THE TORTURED POETS DEPARTMENT,8,3ZVFcD8Wlw9T9klGqmJf9F,spotify:track:3ZVFcD8Wlw9T9klGqmJf9F,F(FTM)
Guilty as Sin?,THE TORTURED POETS DEPARTMENT,9,0W0iAC1VGlB82PI6elxFYf,spotify:track:0W0iAC1VGlB82PI6elxFYf,GAS
Who’s Afraid of Little Old Me?,THE TORTURED POETS DEPARTMENT,10,36t6frENUtCYKuZus6aYDO,spotify:track:36t6frENUtCYKuZus6aYDO,WAOLOM
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT,11,2h3MDMf8sd9s4XIzpTBIjX,spotify:track:2h3MDMf8sd9s4XIzpTBIjX,CFH(NRC)
loml,THE TORTURED POETS DEPARTMENT,12,6RSG1dKPV5gEvILwJb4QtS,spotify:track:6RSG1dKPV5gEvILwJb4QtS,L
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,13,4q5YezDOIPcoLr8R81x9qy,spotify:track:4q5YezDOIPcoLr8R81x9qy,CDIWBH
The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT,14,2v1ivOOsgn64g5OywuH55L,spotify:track:2v1ivOOsgn64g5OywuH55L,TSMWEL
The Alchemy,THE TORTURED POETS DEPARTMENT,15,1dhMTsEZz6ZEquGvmzVoHn,spotify:track:1dhMTsEZz6ZEquGvmzVoHn,TA
Clara Bow,THE TORTURED POETS DEPARTMENT,16,1UlhrRvYzbHEyugEDspXUB,spotify:track:1UlhrRvYzbHEyugEDspXUB,CB
Welcome To New York (Taylor's Version),1989 (Taylor's Version) [Deluxe],1,4WUepByoeqcedHoYhSNHRt,spotify:track:4WUepByoeqcedHoYhSNHRt,WTNY(TV)
Blank Space (Taylor's Version),1989 (Taylor's Version) [Deluxe],2,0108kcWLnn2HlH2kedi1gn,spotify:track:0108kcWLnn2HlH2kedi1gn,BS(TV)
Style (Taylor's Version),1989 (Taylor's Version) [Deluxe],3,3Vpk1hfMAQme8VJ0SNRSkd,spotify:track:3Vpk1hfMAQme8VJ0SNRSkd,S(TV)
Out Of The Woods (Taylor's Version),1989 (Taylor's Version) [Deluxe],4,1OcSfkeCg9hRC2sFKB4IMJ,spotify:track:1OcSfkeCg9hRC2sFKB4IMJ,OOTW(TV)
All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version) [Deluxe],5,2k0ZEeAqzvYMcx9Qt5aClQ,spotify:track:2k0ZEeAqzvYMcx9Qt5aClQ,AYHTDWS(TV)
Shake It Off (Taylor's Version),1989 (Taylor's Version) [Deluxe],6,50yNTF0Od55qnHLxYsA5Pw,spotify:track:50yNTF0Od55qnHLxYsA5Pw,SIO(TV)
I Wish You Would (Taylor's Version),1989 (Taylor's Version) [Deluxe],7,3FxJDucHWdw6caWTKO5b23,spotify:track:3FxJDucHWdw6caWTKO5b23,WYW(TV)
Bad Blood (Taylor's Version),1989 (Taylor's Version) [Deluxe],8,7oZONwFiFIErZcXAtTu7FY,spotify:track:7oZONwFiFIErZcXAtTu7FY,BB(TV)
Wildest Dreams (Taylor's Version),1989 (Taylor's Version) [Deluxe],9,27exgla7YBw9DUNNcTIpjy,spotify:track:27exgla7YBw9DUNNcTIpjy,WD(TV)
How You Get The Girl (Taylor's Version),1989 (Taylor's Version) [Deluxe],10,733OhaXQIHY7BKtY3vnSkn,spotify:track:733OhaXQIHY7BKtY3vnSkn,HYGTG(TV)
This Love (Taylor’s Version),1989 (Taylor's Version) [Deluxe],11,4WBEj8TeGtRPNJdOmT3WJW,spotify:track:4WBEj8TeGtRPNJdOmT3WJW,TL(TV)
I Know Places (Taylor's Version),1989 (Taylor's Version) [Deluxe],12,1ULabO0PEsdJekqVH6G10G,spotify:track:1ULabO0PEsdJekqVH6G10G,KP(TV)
Clean (Taylor's Version),1989 (Taylor's Version) [Deluxe],13,0lKUBmEyQfzsQHozyeXzES,spotify:track:0lKUBmEyQfzsQHozyeXzES,C(TV)
Wonderland (Taylor's Version),1989 (Taylor's Version) [Deluxe],14,6HRsJu8vcnzYDN4t0570FY,spotify:track:6HRsJu8vcnzYDN4t0570FY,W(TV)
You Are In Love (Taylor's Version),1989 (Taylor's Version) [Deluxe],15,0TyGh27YQ5LknmiDhCzJiT,spotify:track:0TyGh27YQ5LknmiDhCzJiT,YAIL(TV)
New Romantics (Taylor's Version),1989 (Taylor's Version) [Deluxe],16,5M787RexsAiVYjQusM98CV,spotify:track:5M787RexsAiVYjQusM98CV,NR(TV)
"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version) [Deluxe],17,0CD7DzeCsuPJygddqlUVYa,spotify:track:0CD7DzeCsuPJygddqlUVYa,S(TV)(FTV)
Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],18,3CCRVu4F91Qp2mnGjmWBrf,spotify:track:3CCRVu4F91Qp2mnGjmWBrf,SDG(TV)(FTV)
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],19,5QUIK7ZtziW8kGWo8RqopF,spotify:track:5QUIK7ZtziW8kGWo8RqopF,NTWDT(TV)(FTV)
Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],20,6M9ppdfFjR1AbpUl3Y8DcV,spotify:track:6M9ppdfFjR1AbpUl3Y8DcV,SL(TV)(FTV)
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],21,6IG3sQ8s9nfk6TUlVzRhbN,spotify:track:6IG3sQ8s9nfk6TUlVzRhbN,IION(TV)(FTV)
Bad Blood (feat. Kendrick Lamar) (Taylor's Version),1989 (Taylor's Version) [Deluxe],22,6qAcApH8obo8eqatCKUHd9,spotify:track:6qAcApH8obo8eqatCKUHd9,BB(KL)(TV)
Welcome To New York (Taylor's Version),1989 (Taylor's Version),1,1hR8BSuEqPCCZfv93zzzz9,spotify:track:1hR8BSuEqPCCZfv93zzzz9,WTNY(TV)
Blank Space (Taylor's Version),1989 (Taylor's Version),2,45wMBGri1PORPjM9PwFfrS,spotify:track:45wMBGri1PORPjM9PwFfrS,BS(TV)
Style (Taylor's Version),1989 (Taylor's Version),3,1hjRhYpWyqDpPahmSlUTlc,spotify:track:1hjRhYpWyqDpPahmSlUTlc,S(TV)
Out Of The Woods (Taylor's Version),1989 (Taylor's Version),4,045ZeOHPIzhxxsm8bq5kyE,spotify:track:045ZeOHPIzhxxsm8bq5kyE,OOTW(TV)
All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version),5,6GXgd1BPD9bUpqw5AntGV5,spotify:track:6GXgd1BPD9bUpqw5AntGV5,AYHTDWS(TV)
Shake It Off (Taylor's Version),1989 (Taylor's Version),6,3pv7Q5v2dpdefwdWIvE7yH,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,SIO(TV)
I Wish You Would (Taylor's Version),1989 (Taylor's Version),7,43y1WpBdnEy5TR9aZoSQL9,spotify:track:43y1WpBdnEy5TR9aZoSQL9,WYW(TV)
Bad Blood (Taylor's Version),1989 (Taylor's Version),8,64FzgoLZ3oXu2SriZblHic,spotify:track:64FzgoLZ3oXu2SriZblHic,BB(TV)
Wildest Dreams (Taylor's Version),1989 (Taylor's Version),9,1K39ty6o1sHwwlZwO6a7wK,spotify:track:1K39ty6o1sHwwlZwO6a7wK,WD(TV)
How You Get The Girl (Taylor's Version),1989 (Taylor's Version),10,75W3SngKzTuoQ94uLf3y82,spotify:track:75W3SngKzTuoQ94uLf3y82,HYGTG(TV)
This Love (Taylor’s Version),1989 (Taylor's Version),11,5QVVjX0ZItqlVpEuVCM9Yg,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,TL(TV)
I Know Places (Taylor's Version),1989 (Taylor's Version),12,2f0GI2ZLUtbGqFx8t2Gk6A,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,KP(TV)
Clean (Taylor's Version),1989 (Taylor's Version),13,2ByBBvpR9b7IynvRmnG7kG,spotify:track:2ByBBvpR9b7IynvRmnG7kG,C(TV)
Wonderland (Taylor's Version),1989 (Taylor's Version),14,2ve0kuaWUCt4Zx8x4bf1MR,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,W(TV)
You Are In Love (Taylor's Version),1989 (Taylor's Version),15,4UwqOWDpdeIDVQDuKT6iza,spotify:track:4UwqOWDpdeIDVQDuKT6iza,YAIL(TV)
New Romantics (Taylor's Version),1989 (Taylor's Version),16,2vPMoMDXxu9uX1igWZmXSG,spotify:track:2vPMoMDXxu9uX1igWZmXSG,NR(TV)
"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version),17,71BqAINEnezjQfxE4VuJfq,spotify:track:71BqAINEnezjQfxE4VuJfq,S(TV)(FTV)
Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version),18,4NioO5R9sHEZh4cGzMHyNt,spotify:track:4NioO5R9sHEZh4cGzMHyNt,SDG(TV)(FTV)
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),19,5KD6AEm19QnMbfWpfoOHMl,spotify:track:5KD6AEm19QnMbfWpfoOHMl,NTWDT(TV)(FTV)
Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version),20,6T0sEnqjmHISIKwFETeeiP,spotify:track:6T0sEnqjmHISIKwFETeeiP,SL(TV)(FTV)
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),21,1Iq8oo9XkmmvCQiGOfORiz,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,IION(TV)(FTV)
Mine (Taylor's Version),Speak Now (Taylor's Version),1,7G0gBu6nLdhFDPRLc0HdDG,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,M(TV)
Sparks Fly (Taylor’s Version),Speak Now (Taylor's Version),2,3MytWN8L7shNYzGl4tAKRp,spotify:track:3MytWN8L7shNYzGl4tAKRp,SF(TV)
Back To December (Taylor's Version),Speak Now (Taylor's Version),3,79uDOz0zuuWS7HWxzMmTa2,spotify:track:79uDOz0zuuWS7HWxzMmTa2,BTD(TV)
Speak Now (Taylor's Version),Speak Now (Taylor's Version),4,5xXqyjLicvEpch72qEryFT,spotify:track:5xXqyjLicvEpch72qEryFT,SN(TV)
Dear John (Taylor's Version),Speak Now (Taylor's Version),5,1zU8j1x3yi9xalMF96pzKp,spotify:track:1zU8j1x3yi9xalMF96pzKp,DJ(TV)
Mean (Taylor's Version),Speak Now (Taylor's Version),6,30Y4CV7A6YqtQtTTo7Ue4j,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,M(TV)
The Story Of Us (Taylor's Version),Speak Now (Taylor's Version),7,6dTA6y0C2ReQklntzZl8l3,spotify:track:6dTA6y0C2ReQklntzZl8l3,TSOU(TV)
Never Grow Up (Taylor's Version),Speak Now (Taylor's Version),8,2EFZ9emtKWEglWUQGEQ3P9,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,NGU(TV)
Enchanted (Taylor's Version),Speak Now (Taylor's Version),9,3sW3oSbzsfecv9XoUdGs7h,spotify:track:3sW3oSbzsfecv9XoUdGs7h,E(TV)
Better Than Revenge (Taylor's Version),Speak Now (Taylor's Version),10,0NwGC0v03ysCYINtg6ns58,spotify:track:0NwGC0v03ysCYINtg6ns58,BTR(TV)
Innocent (Taylor's Version),Speak Now (Taylor's Version),11,12nBPF4Rh4XLFJV0YLN7uj,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,I(TV)
Haunted (Taylor's Version),Speak Now (Taylor's Version),12,4tMzIAFTFdqGBQLdfbPces,spotify:track:4tMzIAFTFdqGBQLdfbPces,H(TV)
Last Kiss (Taylor's Version),Speak Now (Taylor's Version),13,59KOoHFcw5XfICnO57holu,spotify:track:59KOoHFcw5XfICnO57holu,LK(TV)
Long Live (Taylor's Version),Speak Now (Taylor's Version),14,4hqJ4bSlYJOXb6Z4SRmzxs,spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs,LL(TV)
Ours (Taylor’s Version),Speak Now (Taylor's Version),15,3yNJkriPzWjkkDAWHIAVUq,spotify:track:3yNJkriPzWjkkDAWHIAVUq,O(TV)
Superman (Taylor’s Version),Speak Now (Taylor's Version),16,4evLyY5Ue1Wesc61t2KXAU,spotify:track:4evLyY5Ue1Wesc61t2KXAU,S(TV)
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),17,4e3ZNTAV6PCrdYMUrUlMpQ,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ,ET(FOB)(TV)(FTV)
When Emma Falls in Love (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),18,0zo975x58DlXbZllWvfYhg,spotify:track:0zo975x58DlXbZllWvfYhg,WEFIL(TV)(FTV)
I Can See You (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),19,5kHMfzgLZP95O9NBy0ku4v,spotify:track:5kHMfzgLZP95O9NBy0ku4v,CSY(TV)(FTV)
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),20,4ABYxlb92WBIjHu7TIKmml,spotify:track:4ABYxlb92WBIjHu7TIKmml,CC(HW)(TV)(FTV)
Foolish One (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),21,4s8BIKx4Zh6ryAEz8RTlaU,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU,FO(TV)(FTV)
Timeless (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),22,1HCdems7PQZRj42QDWLA0A,spotify:track:1HCdems7PQZRj42QDWLA0A,T(TV)(FTV)
Lavender Haze,Midnights (The Til Dawn Edition),1,24emu3sabKISjRkrys28jq,spotify:track:24emu3sabKISjRkrys28jq,LH
Maroon,Midnights (The Til Dawn Edition),2,6qxvy9Pe4RJIq5JBVbbwbS,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS,M
Anti-Hero,Midnights (The Til Dawn Edition),3,5qIHFdkW6phMsTZlN2g8Lc,spotify:track:5qIHFdkW6phMsTZlN2g8Lc,AH
Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),4,7GA86Uo2jYbj8vIXe2nyWd,spotify:track:7GA86Uo2jYbj8vIXe2nyWd,SOTB(LDR)
"You're On Your Own, Kid",Midnights (The Til Dawn Edition),5,6PQOU00xWNrGwCZzboriXy,spotify:track:6PQOU00xWNrGwCZzboriXy,YOYOK
Midnight Rain,Midnights (The Til Dawn Edition),6,4eKMqf9ZMSclDX7V9Ptg7x,spotify:track:4eKMqf9ZMSclDX7V9Ptg7x,MR
Question...?,Midnights (The Til Dawn Edition),7,7oomkQSYf1ia2VnVEWfFIU,spotify:track:7oomkQSYf1ia2VnVEWfFIU,Q
Vigilante Shit,Midnights (The Til Dawn Edition),8,0GKDhq6ZbmSbRHd3eyGlB7,spotify:track:0GKDhq6ZbmSbRHd3eyGlB7,VS
Bejeweled,Midnights (The Til Dawn Edition),9,0VpF6RLdCfPIeYRwMu4tZK,spotify:track:0VpF6RLdCfPIeYRwMu4tZK,B
Labyrinth,Midnights (The Til Dawn Edition),10,4bBDkw2KBMX0tcgAaXC83Q,spotify:track:4bBDkw2KBMX0tcgAaXC83Q,L
Karma,Midnights (The Til Dawn Edition),11,45R112Jz5hQeKgITXgSXzs,spotify:track:45R112Jz5hQeKgITXgSXzs,K
Sweet Nothing,Midnights (The Til Dawn Edition),12,2L09RYwH5Pjzca6PmbUAw3,spotify:track:2L09RYwH5Pjzca6PmbUAw3,SN
Mastermind,Midnights (The Til Dawn Edition),13,1QQii3pa5m8MEda0nbkjfw,spotify:track:1QQii3pa5m8MEda0nbkjfw,M
The Great War,Midnights (The Til Dawn Edition),14,2VuqMjgoKaOHNM8HpxtXKx,spotify:track:2VuqMjgoKaOHNM8HpxtXKx,TGW
Bigger Than The Whole Sky,Midnights (The Til Dawn Edition),15,71CBDRKmF2VeRKYMG1DFBh,spotify:track:71CBDRKmF2VeRKYMG1DFBh,BTTWS
Paris,Midnights (The Til Dawn Edition),16,5tWxKWq1DSP1s9WQ5PWuqu,spotify:track:5tWxKWq1DSP1s9WQ5PWuqu,P
High Infidelity,Midnights (The Til Dawn Edition),17,1SztNGCwEHJEVFx90E5g7D,spotify:track:1SztNGCwEHJEVFx90E5g7D,HI
Glitch,Midnights (The Til Dawn Edition),18,7C0w28EsX0Um2FrZs9gso2,spotify:track:7C0w28EsX0Um2FrZs9gso2,G
"Would've, Could've, Should've",Midnights (The Til Dawn Edition),19,4txojlesMFQZGWxwz2EeqB,spotify:track:4txojlesMFQZGWxwz2EeqB,WCS
Dear Reader,Midnights (The Til Dawn Edition),20,10GRRCR5fctuOF4GFmATJI,spotify:track:10GRRCR5fctuOF4GFmATJI,DR
